"Município";"UF";"total_obras";"gasto_total_mi";"obras_atrasadas";"perc_atrasada";"gasto_atrasadas_mi";"obras_paralisadas";"perc_paralisada";"gasto_paralisadas_mi"
"Guarabira";"PB";2;2,13;1;0,5;1,95;NA;NA;NA
"Guaraciaba do Norte";"CE";3;2,97;1;0,33;0,51;2;0,67;2,45
"Guaraciama";"MG";1;1,03;0;0;NA;1;1;1,03
"Guaramiranga";"CE";1;0,51;0;0;NA;NA;NA;NA
"Guaranésia";"MG";1;0,59;1;1;0,59;NA;NA;NA
"Guarani de Goiás";"GO";1;0,89;0;0;NA;1;1;0,89
"Guaraniaçu";"PR";2;0,99;2;1;0,99;NA;NA;NA
"Guarantã do Norte";"MT";2;3,66;0;0;NA;NA;NA;NA
"Guarapari";"ES";2;1,17;1;0,5;0,79;NA;NA;NA
"Guarapuava";"PR";1;0,45;0;0;NA;NA;NA;NA
"Guaraqueçaba";"PR";1;0,18;0;0;NA;NA;NA;NA
"Guaratinga";"BA";1;0,99;0;0;NA;NA;NA;NA
"Guaratinguetá";"SP";1;0,45;0;0;NA;NA;NA;NA
"Guarda-Mor";"MG";1;1,85;1;1;1,85;NA;NA;NA
"Guariba";"SP";1;1,24;0;0;NA;NA;NA;NA
"Guarujá";"SP";2;0,73;0;0;NA;NA;NA;NA
"Guarulhos";"SP";11;15,53;8;0,73;10,74;3;0,27;4,79
"Guatapará";"SP";1;0,42;0;0;NA;1;1;0,42
"Gurupá";"PA";4;1,64;3;0,75;0,83;NA;NA;NA
"Gurupi";"TO";3;1,87;0;0;NA;NA;NA;NA
"Honório Serpa";"PR";1;2,04;0;0;NA;NA;NA;NA
"Horizonte";"CE";1;1,03;0;0;NA;NA;NA;NA
"Hortolândia";"SP";1;0,45;0;0;NA;NA;NA;NA
"Hulha Negra";"RS";1;1,02;0;0;NA;NA;NA;NA
"Iaciara";"GO";1;0,64;0;0;NA;1;1;0,64
"Iati";"PE";1;1,43;1;1;1,43;NA;NA;NA
"Ibaiti";"PR";1;0,24;0;0;NA;NA;NA;NA
"Ibaretama";"CE";1;0,36;0;0;NA;1;1;0,36
"Ibateguara";"AL";1;0,98;0;0;NA;NA;NA;NA
"Ibatiba";"ES";1;0,91;0;0;NA;1;1;0,91
"Ibiá";"MG";1;1,02;0;0;NA;NA;NA;NA
"Ibiaçá";"RS";1;1,14;1;1;1,14;NA;NA;NA
"Ibiapina";"CE";1;1,91;0;0;NA;1;1;1,91
"Ibicoara";"BA";1;0,39;0;0;NA;1;1;0,39
"Ibimirim";"PE";1;0,17;0;0;NA;1;1;0,17
"Ibiracatu";"MG";1;0,24;0;0;NA;NA;NA;NA
"Ibirama";"SC";1;1,16;0;0;NA;NA;NA;NA
"Ibirapuitã";"RS";1;1,02;1;1;1,02;NA;NA;NA
"Ibirité";"MG";2;2,23;2;1;2,23;NA;NA;NA
"Ibitiara";"BA";1;0,71;0;0;NA;NA;NA;NA
"Ibitinga";"SP";1;1,77;1;1;1,77;NA;NA;NA
"Ibititá";"BA";2;3,15;1;0,5;0,71;NA;NA;NA
"Ibotirama";"BA";1;0,85;0;0;NA;1;1;0,85
"Içara";"SC";1;0,77;0;0;NA;NA;NA;NA
"Icatu";"MA";2;4,49;0;0;NA;2;1;4,49
"Icó";"CE";4;4,5;0;0;NA;3;0,75;4,13
"Igaci";"AL";2;1,03;0;0;NA;1;0,5;0,41
"Igaraçu do Tietê";"SP";1;1,64;0;0;NA;1;1;1,64
"Igarapava";"SP";1;1,43;0;0;NA;NA;NA;NA
"Igarapé";"MG";1;0,85;0;0;NA;1;1;0,85
"Igarapé-Açu";"PA";2;1,67;0;0;NA;NA;NA;NA
"Igarapé-Miri";"PA";1;1,63;0;0;NA;1;1;1,63
"Igarapé do Meio";"MA";1;0,98;0;0;NA;1;1;0,98
"Igrapiúna";"BA";1;0,48;0;0;NA;NA;NA;NA
"Igreja Nova";"AL";1;0,28;0;0;NA;NA;NA;NA
"Igrejinha";"RS";1;1,08;0;0;NA;NA;NA;NA
"Iguaba Grande";"RJ";1;0,25;0;0;NA;NA;NA;NA
"Iguaí";"BA";1;0,99;0;0;NA;NA;NA;NA
"Iguatu";"CE";4;3,1;0;0;NA;NA;NA;NA
"Ijuí";"RS";2;1,99;1;0,5;1,74;NA;NA;NA
"Ilha das Flores";"SE";1;0,83;0;0;NA;1;1;0,83
"Ilha Grande";"PI";1;0,26;0;0;NA;NA;NA;NA
"Ilhéus";"BA";6;2,62;0;0;NA;3;0,5;1
"Ilicínea";"MG";2;1,58;0;0;NA;NA;NA;NA
"Imaculada";"PB";1;1,94;0;0;NA;1;1;1,94
"Imbé";"RS";1;0,74;1;1;0,74;NA;NA;NA
"Imbituba";"SC";2;1,91;1;0,5;1,46;NA;NA;NA
"Imperatriz";"MA";3;2,71;0;0;NA;2;0,67;2,22
"Inácio Martins";"PR";1;0,79;0;0;NA;NA;NA;NA
"Inajá";"PE";2;1,28;1;0,5;0,86;NA;NA;NA
"Indaial";"SC";1;0,54;0;0;NA;NA;NA;NA
"Indiana";"SP";1;0,41;0;0;NA;1;1;0,41
"Indiaporã";"SP";1;0,42;0;0;NA;1;1;0,42
"Indiara";"GO";1;0,64;0;0;NA;1;1;0,64
"Ingá";"PB";1;0,94;0;0;NA;1;1;0,94
"Inhambupe";"BA";3;1,24;0;0;NA;2;0,67;0,75
"Inhangapi";"PA";1;1,32;0;0;NA;1;1;1,32
"Inhapim";"MG";1;0,51;0;0;NA;NA;NA;NA
"Inhumas";"GO";3;1,74;0;0;NA;3;1;1,74
"Inimutaba";"MG";1;0,9;0;0;NA;NA;NA;NA
"Ipanguaçu";"RN";1;0,42;0;0;NA;1;1;0,42
"Ipaporanga";"CE";1;2,46;0;0;NA;NA;NA;NA
"Ipatinga";"MG";4;3,84;1;0,25;1,14;NA;NA;NA
"Ipecaetá";"BA";2;0,91;0;0;NA;1;0,5;0,49
"Ipeúna";"SP";1;0,17;0;0;NA;NA;NA;NA
"Ipiranga";"PR";1;0,39;0;0;NA;NA;NA;NA
"Ipixuna do Pará";"PA";6;5,29;0;0;NA;4;0,67;2,94
"Ipojuca";"PE";6;3,48;0;0;NA;5;0,83;2,93
"Ipu";"CE";2;1,2;0;0;NA;1;0,5;0,92
"Ipuaçu";"SC";1;0,64;0;0;NA;NA;NA;NA
"Ipubi";"PE";1;0,64;0;0;NA;1;1;0,64
"Ipueiras";"TO";1;0,43;0;0;NA;1;1;0,43
"Ipupiara";"BA";1;1,35;0;0;NA;1;1;1,35
"Iranduba";"AM";1;1,82;0;0;NA;1;1;1,82
"Irani";"SC";1;1,49;0;0;NA;1;1;1,49
"Irati";"PR";3;0,92;2;0,67;0,53;1;0,33;0,39
"Irauçuba";"CE";1;0,74;0;0;NA;NA;NA;NA
"Irecê";"BA";1;1,84;0;0;NA;NA;NA;NA
"Irineópolis";"SC";1;0,59;0;0;NA;NA;NA;NA
"Israelândia";"GO";1;0,64;0;0;NA;1;1;0,64
"Itabaiana";"SE";3;1,11;0;0;NA;2;0,67;0,84
"Itabaianinha";"SE";3;1,69;0;0;NA;2;0,67;1,3
"Itabela";"BA";1;0,87;0;0;NA;1;1;0,87
"Itaberaí";"GO";1;0,44;0;0;NA;1;1;0,44
"Itabira";"MG";3;1,29;3;1;1,29;NA;NA;NA
"Itabirinha";"MG";1;0,3;0;0;NA;NA;NA;NA
"Itabirito";"MG";1;0,33;0;0;NA;NA;NA;NA
"Itaboraí";"RJ";6;3,61;1;0,17;1,33;NA;NA;NA
"Itabuna";"BA";1;0,9;0;0;NA;NA;NA;NA
"Itacarambi";"MG";1;0,43;0;0;NA;1;1;0,43
"Itacaré";"BA";2;1,47;1;0,5;0,98;1;0,5;0,49
"Itacoatiara";"AM";6;6,88;0;0;NA;4;0,67;2,87
"Itacuruba";"PE";2;1,51;0;0;NA;2;1;1,51
"Itagimirim";"BA";1;0,51;0;0;NA;1;1;0,51
"Itaguaçu da Bahia";"BA";1;0,63;1;1;0,63;NA;NA;NA
"Itaguara";"MG";1;0,46;0;0;NA;NA;NA;NA
"Itaguaru";"GO";1;0,71;0;0;NA;NA;NA;NA
"Itaguatins";"TO";1;0,18;0;0;NA;1;1;0,18
"Itaíba";"PE";2;1,71;0;0;NA;2;1;1,71
"Itaiçaba";"CE";1;1,51;0;0;NA;1;1;1,51
"Itaipava do Grajaú";"MA";1;1,04;0;0;NA;NA;NA;NA
"Itaitinga";"CE";1;0,56;0;0;NA;1;1;0,56
"Itaituba";"PA";3;3,5;0;0;NA;3;1;3,5
"Itajaí";"SC";1;0,44;0;0;NA;NA;NA;NA
"Itaju do Colônia";"BA";2;1,07;1;0,5;0,66;1;0,5;0,41
"Itajubá";"MG";1;0,47;0;0;NA;NA;NA;NA
"Itajuípe";"BA";1;1,26;0;0;NA;1;1;1,26
"Itamaraju";"BA";2;1,47;0;0;NA;1;0,5;0,98
"Itamarandiba";"MG";2;2,86;0;0;NA;NA;NA;NA
"Itamari";"BA";1;1,08;0;0;NA;NA;NA;NA
"Itambacuri";"MG";2;1,56;0;0;NA;NA;NA;NA
"Itambé";"BA";1;0,91;0;0;NA;1;1;0,91
"Itambé";"PE";1;0,27;0;0;NA;1;1;0,27
"Itanagra";"BA";1;0,4;1;1;0,4;NA;NA;NA
"Itanhaém";"SP";2;1,69;0;0;NA;1;0,5;1,44
"Itapagé";"CE";1;1,28;0;0;NA;NA;NA;NA
"Itaparica";"BA";1;1,11;0;0;NA;1;1;1,11
"Itapecerica";"MG";1;1,93;0;0;NA;1;1;1,93
"Itapecerica da Serra";"SP";6;3,48;4;0,67;2,98;NA;NA;NA
"Itapecuru Mirim";"MA";6;3,58;2;0,33;0,6;2;0,33;2,02
"Itapema";"SC";1;0,99;0;0;NA;1;1;0,99
"Itapemirim";"ES";1;1,34;0;0;NA;NA;NA;NA
"Itaperuçu";"PR";1;0,3;0;0;NA;NA;NA;NA
"Itaperuna";"RJ";2;0,78;0;0;NA;1;0,5;0,39
"Itapetinga";"BA";2;2,16;0;0;NA;NA;NA;NA
"Itapeva";"SP";1;0,19;0;0;NA;NA;NA;NA
"Itapevi";"SP";1;0,26;0;0;NA;1;1;0,26
"Itapicuru";"BA";2;0,53;0;0;NA;2;1;0,53
"Itapipoca";"CE";5;2,01;0;0;NA;NA;NA;NA
"Itapiranga";"AM";1;0,64;0;0;NA;NA;NA;NA
"Itapirapuã Paulista";"SP";1;1,11;0;0;NA;1;1;1,11
"Itapiratins";"TO";2;1,8;0;0;NA;1;0,5;0,92
"Itapitanga";"BA";1;0,63;0;0;NA;NA;NA;NA
"Itaporã";"MS";1;0,92;0;0;NA;1;1;0,92
"Itaporanga d'Ajuda";"SE";1;1;0;0;NA;NA;NA;NA
"Itapororoca";"PB";1;1,8;0;0;NA;1;1;1,8
"Itapuã do Oeste";"RO";1;0,41;0;0;NA;NA;NA;NA
"Itapuranga";"GO";2;0,33;2;1;0,33;NA;NA;NA
"Itaquaquecetuba";"SP";5;1,64;0;0;NA;NA;NA;NA
"Itaqui";"RS";2;1,44;0;0;NA;2;1;1,44
"Itaquitinga";"PE";2;0,59;0;0;NA;1;0,5;0,42
"Itararé";"SP";1;1,86;0;0;NA;1;1;1,86
"Itarema";"CE";1;0,52;0;0;NA;NA;NA;NA
"Itatiaia";"RJ";1;0,79;0;0;NA;NA;NA;NA
"Itatiba do Sul";"RS";1;1,05;0;0;NA;NA;NA;NA
"Itatim";"BA";1;0,97;1;1;0,97;NA;NA;NA
"Itaú";"RN";1;0,95;0;0;NA;1;1;0,95
"Itaú de Minas";"MG";1;0,55;0;0;NA;NA;NA;NA
"Itaúna";"MG";1;0,9;0;0;NA;NA;NA;NA
"Itaúna do Sul";"PR";1;1,49;0;0;NA;1;1;1,49
"Itinga";"MG";1;0,79;0;0;NA;NA;NA;NA
"Itinga do Maranhão";"MA";1;0,64;0;0;NA;1;1;0,64
"Itiruçu";"BA";1;1,84;0;0;NA;NA;NA;NA
"Itiúba";"BA";4;1,92;0;0;NA;2;0,5;0,76
"Itororó";"BA";1;0,68;0;0;NA;1;1;0,68
"Ituaçu";"BA";1;0,33;0;0;NA;NA;NA;NA
"Ituberá";"BA";1;1,79;0;0;NA;1;1;1,79
"Ituiutaba";"MG";4;2,06;0;0;NA;NA;NA;NA
"Itumbiara";"GO";1;0,88;0;0;NA;NA;NA;NA
"Itupiranga";"PA";6;5,05;0;0;NA;4;0,67;3,95
"Iúna";"ES";1;0,55;0;0;NA;NA;NA;NA
"Jaboatão dos Guararapes";"PE";14;8,38;2;0,14;3,22;7;0,5;3,34
"Jaborandi";"BA";1;0,43;0;0;NA;NA;NA;NA
"Jaçanã";"RN";1;0,42;0;0;NA;NA;NA;NA
"Jacaraci";"BA";1;0,99;0;0;NA;NA;NA;NA
"Jacaraú";"PB";1;1,31;0;0;NA;1;1;1,31
"Jacareí";"SP";2;0,59;0;0;NA;NA;NA;NA
"Jacarezinho";"PR";1;1,59;0;0;NA;NA;NA;NA
"Jaciara";"MT";2;2,68;1;0,5;1,83;NA;NA;NA
"Jacobina";"BA";3;3,31;2;0,67;1,96;1;0,33;1,35
"Jacundá";"PA";3;2,07;0;0;NA;1;0,33;1,18
"Jacutinga";"MG";1;0,66;0;0;NA;NA;NA;NA
"Jaguaquara";"BA";2;1,51;1;0,5;0,76;NA;NA;NA
"Jaguarão";"RS";1;0,45;0;0;NA;NA;NA;NA
"Jaguarari";"BA";1;0,77;1;1;0,77;NA;NA;NA
"Jaguaretama";"CE";1;1,11;0;0;NA;1;1;1,11
"Jaguaribe";"CE";2;1,39;0;0;NA;NA;NA;NA
"Jaguaripe";"BA";1;0,17;0;0;NA;NA;NA;NA
"Jaíba";"MG";1;0,49;0;0;NA;NA;NA;NA
"Jales";"SP";1;0,64;0;0;NA;NA;NA;NA
"Janaúba";"MG";1;0,81;0;0;NA;1;1;0,81
"Jandaia";"GO";1;0,31;0;0;NA;NA;NA;NA
"Jandaíra";"RN";1;1,11;0;0;NA;1;1;1,11
"Januária";"MG";3;2,32;0;0;NA;1;0,33;0,73
"Japaratuba";"SE";1;0,4;0;0;NA;NA;NA;NA
"Japeri";"RJ";4;1,65;0;0;NA;2;0,5;0,82
"Japoatã";"SE";1;0,68;0;0;NA;NA;NA;NA
"Japonvar";"MG";1;0,8;0;0;NA;NA;NA;NA
"Japurá";"AM";1;0,85;0;0;NA;NA;NA;NA
"Jaraguá";"GO";1;0,9;0;0;NA;NA;NA;NA
"Jaraguá do Sul";"SC";1;0,45;0;0;NA;1;1;0,45
"Jaraguari";"MS";2;0,6;1;0,5;0,34;NA;NA;NA
"Jaramataia";"AL";2;1,33;1;0,5;1,21;NA;NA;NA
"Jardim";"CE";1;1,04;0;0;NA;1;1;1,04
"Jardim Alegre";"PR";1;1,37;0;0;NA;NA;NA;NA
"Jardim de Piranhas";"RN";1;0,08;0;0;NA;1;1;0,08
"Jardim do Seridó";"RN";1;1,5;0;0;NA;1;1;1,5
"Jaru";"RO";2;1,71;0;0;NA;1;0,5;0,23
"Jataí";"GO";4;2,58;0;0;NA;3;0,75;1,56
"Jataizinho";"PR";1;0,45;0;0;NA;NA;NA;NA
"Jatobá";"MA";2;0,9;0;0;NA;1;0,5;0,74
"Jatobá";"PE";2;0,9;0;0;NA;1;0,5;0,42
"Jaú";"SP";2;0,67;1;0,5;0,42;1;0,5;0,26
"Jaupaci";"GO";1;1,11;0;0;NA;1;1;1,11
"Jenipapo dos Vieiras";"MA";5;2,2;0;0;NA;NA;NA;NA
"Jequeri";"MG";1;0,66;0;0;NA;NA;NA;NA
"Jequié";"BA";5;1,21;0;0;NA;1;0,2;0,17
"Jequitinhonha";"MG";2;1,58;0;0;NA;1;0,5;0,82
"Jeremoabo";"BA";3;2,64;1;0,33;1,42;1;0,33;0,57
"Ji-Paraná";"RO";5;3,15;0;0;NA;1;0,2;1,05
"Jiquiriçá";"BA";1;0,83;0;0;NA;1;1;0,83
"João Alfredo";"PE";1;0,89;0;0;NA;NA;NA;NA
"João Câmara";"RN";1;0,26;0;0;NA;NA;NA;NA
"João Monlevade";"MG";2;0,77;0;0;NA;NA;NA;NA
"João Pessoa";"PB";29;16,46;2;0,07;4,73;15;0,52;7,25
"João Pinheiro";"MG";2;0,92;2;1;0,92;NA;NA;NA
"Joaquim Felício";"MG";1;0,53;0;0;NA;NA;NA;NA
"Joaquim Távora";"PR";1;0,77;0;0;NA;NA;NA;NA
"Joinville";"SC";4;3,65;4;1;3,65;NA;NA;NA
"Jordão";"AC";1;0,27;0;0;NA;1;1;0,27
"José Bonifácio";"SP";1;0,46;0;0;NA;NA;NA;NA
"José de Freitas";"PI";4;2,87;0;0;NA;4;1;2,87
"Joselândia";"MA";3;3,24;0;0;NA;NA;NA;NA
"Juatuba";"MG";1;0,94;0;0;NA;NA;NA;NA
"Juazeirinho";"PB";1;0,87;0;0;NA;1;1;0,87
"Juazeiro do Norte";"CE";3;0,92;0;0;NA;NA;NA;NA
"Jucurutu";"RN";1;0,86;0;0;NA;NA;NA;NA
"Juína";"MT";2;1,27;0;0;NA;NA;NA;NA
"Juiz de Fora";"MG";6;3,46;0;0;NA;1;0,17;0,42
"Júlio Borges";"PI";1;0,41;0;0;NA;1;1;0,41
"Junco do Maranhão";"MA";3;0,51;3;1;0,51;NA;NA;NA
"Jundiaí";"SP";2;0,93;0;0;NA;NA;NA;NA
"Junqueiro";"AL";1;0,76;0;0;NA;1;1;0,76
"Juquitiba";"SP";1;1,34;0;0;NA;NA;NA;NA
"Jurema";"PI";2;1,81;0;0;NA;NA;NA;NA
"Juruá";"AM";2;0,07;0;0;NA;NA;NA;NA
"Juruti";"PA";1;0,48;0;0;NA;1;1;0,48
"Jussara";"BA";1;1,36;0;0;NA;1;1;1,36
"Jutaí";"AM";1;0,3;1;1;0,3;NA;NA;NA
"Juti";"MS";1;0,52;0;0;NA;1;1;0,52
"Lábrea";"AM";3;3,72;0;0;NA;NA;NA;NA
"Lagamar";"MG";1;1,51;0;0;NA;1;1;1,51
"Lagarto";"SE";4;2,33;0;0;NA;4;1;2,33
"Lages";"SC";3;2,55;2;0,67;1,98;NA;NA;NA
"Lago da Pedra";"MA";2;3,42;0;0;NA;2;1;3,42
"Lago do Junco";"MA";3;2,34;0;0;NA;NA;NA;NA
"Lago Verde";"MA";1;0,22;1;1;0,22;NA;NA;NA
"Lagoa Alegre";"PI";1;0,82;0;0;NA;1;1;0,82
"Lagoa d'Anta";"RN";1;0,4;0;0;NA;1;1;0,4
"Lagoa da Canoa";"AL";1;1,23;1;1;1,23;NA;NA;NA
"Lagoa de Itaenga";"PE";1;0,42;0;0;NA;NA;NA;NA
"Lagoa do Carro";"PE";1;0,42;0;0;NA;1;1;0,42
"Lagoa do Mato";"MA";3;1,77;1;0,33;0,38;1;0,33;0,53
"Lagoa do Sítio";"PI";2;0,51;0;0;NA;NA;NA;NA
"Lagoa Dourada";"MG";1;0,47;0;0;NA;NA;NA;NA
"Lagoa Grande";"MG";1;0,84;0;0;NA;NA;NA;NA
"Lagoa Grande";"PE";1;0,85;0;0;NA;NA;NA;NA
"Lagoa Grande do Maranhão";"MA";6;1,69;2;0,33;0,47;4;0,67;1,22
"Lagoa Nova";"RN";1;1,79;1;1;1,79;NA;NA;NA
"Lagoão";"RS";1;0,85;0;0;NA;NA;NA;NA
"Laguna";"SC";2;0,7;0;0;NA;1;0,5;0,25
"Lajeado";"RS";1;0,46;0;0;NA;NA;NA;NA
"Lajeado do Bugre";"RS";1;1,01;1;1;1,01;NA;NA;NA
"Lajeado Grande";"SC";1;0,92;1;1;0,92;NA;NA;NA
"Lajes";"RN";1;1,7;0;0;NA;1;1;1,7
"Lamarão";"BA";1;0,67;0;0;NA;NA;NA;NA
"Lambari";"MG";1;0,85;0;0;NA;NA;NA;NA
"Lapa";"PR";1;1,11;0;0;NA;NA;NA;NA
"Lapão";"BA";2;4,35;2;1;4,35;NA;NA;NA
"Laranjal do Jari";"AP";7;17,34;0;0;NA;6;0,86;15,97
"Laranjeiras";"SE";1;0,88;0;0;NA;1;1;0,88
"Lastro";"PB";1;0,64;0;0;NA;NA;NA;NA
"Lauro de Freitas";"BA";7;2,23;0;0;NA;5;0,71;1,87
"Lavras";"MG";1;0,47;0;0;NA;NA;NA;NA
"Leandro Ferreira";"MG";1;0,38;1;1;0,38;NA;NA;NA
"Leme";"SP";1;0,46;0;0;NA;NA;NA;NA
"Leopoldina";"MG";1;0,4;1;1;0,4;NA;NA;NA
"Liberdade";"MG";1;0,99;0;0;NA;NA;NA;NA
"Lima Duarte";"MG";1;1,49;0;0;NA;1;1;1,49
"Limeira";"SP";4;2,46;0;0;NA;3;0,75;2,07
"Limoeiro de Anadia";"AL";1;0,56;0;0;NA;1;1;0,56
"Limoeiro do Ajuru";"PA";1;0,37;1;1;0,37;NA;NA;NA
"Limoeiro do Norte";"CE";1;0,29;0;0;NA;NA;NA;NA
"Linhares";"ES";3;2,53;0;0;NA;1;0,33;0,84
"Livramento";"PB";1;0,76;0;0;NA;1;1;0,76
"Logradouro";"PB";1;0,37;0;0;NA;1;1;0,37
"Londrina";"PR";14;6,5;0;0;NA;8;0,57;3,89
"Lontra";"MG";2;2,15;0;0;NA;NA;NA;NA
"Lorena";"SP";2;0,51;0;0;NA;1;0,5;0,26
"Lucas do Rio Verde";"MT";1;1,05;0;0;NA;NA;NA;NA
"Lucélia";"SP";1;0,63;0;0;NA;1;1;0,63
"Luís Domingues";"MA";1;1,3;0;0;NA;1;1;1,3
"Luís Gomes";"RN";1;1,06;0;0;NA;NA;NA;NA
"Luiziana";"PR";2;1;1;0,5;0,77;1;0,5;0,23
"Luziânia";"GO";10;5,34;1;0,1;0,87;3;0,3;1,42
"Luzilândia";"PI";3;2,76;0;0;NA;NA;NA;NA
"Macaé";"RJ";2;1,76;0;0;NA;1;0,5;0,86
"Macaíba";"RN";1;0,99;1;1;0,99;NA;NA;NA
"Macajuba";"BA";1;0,86;0;0;NA;1;1;0,86
"Macapá";"AP";3;2,05;0;0;NA;2;0,67;1,49
"Macaparana";"PE";1;0,63;0;0;NA;1;1;0,63
"Macaúbas";"BA";2;1,48;0;0;NA;NA;NA;NA
"Maceió";"AL";11;6,58;0;0;NA;9;0,82;5,16
"Machadinho D Oeste";"RO";2;1,2;0;0;NA;NA;NA;NA
"Machado";"MG";1;0,26;0;0;NA;1;1;0,26
"Machados";"PE";2;0,68;0;0;NA;1;0,5;0,27
"Madalena";"CE";4;4,19;0;0;NA;4;1;4,19
"Mãe do Rio";"PA";1;0,38;1;1;0,38;NA;NA;NA
"Mafra";"SC";2;0,75;0;0;NA;NA;NA;NA
"Magalhães Barata";"PA";1;0,68;0;0;NA;1;1;0,68
"Magalhães de Almeida";"MA";7;9,61;0;0;NA;2;0,29;5,3
"Magé";"RJ";2;0,47;0;0;NA;NA;NA;NA
"Maiquinique";"BA";1;0,49;0;0;NA;NA;NA;NA
"Mairi";"BA";1;0,92;0;0;NA;1;1;0,92
"Mairinque";"SP";1;0,93;0;0;NA;1;1;0,93
"Major Sales";"RN";1;1,62;0;0;NA;1;1;1,62
"Malacacheta";"MG";1;0,27;0;0;NA;NA;NA;NA
"Malhada";"BA";1;0,06;0;0;NA;NA;NA;NA
"Mamanguape";"PB";2;1,75;0;0;NA;2;1;1,75
"Mambaí";"GO";1;0,63;0;0;NA;1;1;0,63
"Mamborê";"PR";1;1,5;0;0;NA;1;1;1,5
"Manacapuru";"AM";7;8,14;0;0;NA;7;1;8,14
"Manari";"PE";3;1,17;0;0;NA;2;0,67;0,7
"Manaus";"AM";57;23,34;2;0,04;1,04;10;0,18;4,44
"Mandaguaçu";"PR";1;0,45;0;0;NA;NA;NA;NA
"Mandaguari";"PR";1;1,47;1;1;1,47;NA;NA;NA
"Mandirituba";"PR";1;1,58;0;0;NA;NA;NA;NA
"Manga";"MG";2;1,65;0;0;NA;2;1;1,65
"Mangueirinha";"PR";1;3,18;1;1;3,18;NA;NA;NA
"Manhuaçu";"MG";1;0,46;0;0;NA;NA;NA;NA
"Manoel Urbano";"AC";1;1,61;0;0;NA;NA;NA;NA
"Manoel Vitorino";"BA";1;0,49;1;1;0,49;NA;NA;NA
"Mansidão";"BA";2;1,61;0;0;NA;1;0,5;0,99
"Mantena";"MG";1;0,74;0;0;NA;NA;NA;NA
"Mantenópolis";"ES";1;0,9;0;0;NA;NA;NA;NA
"Maraã";"AM";2;0,88;0;0;NA;2;1;0,88
"Marabá";"PA";17;12,57;1;0,06;0,56;3;0,18;3,11
"Maracaju";"MS";1;1,49;1;1;1,49;NA;NA;NA
"Maracanã";"PA";1;1,44;0;0;NA;NA;NA;NA
"Maracanaú";"CE";3;1,22;0;0;NA;NA;NA;NA
"Maracás";"BA";1;1,35;0;0;NA;NA;NA;NA
"Maragogi";"AL";1;0,35;1;1;0,35;NA;NA;NA
"Maragogipe";"BA";1;0,85;0;0;NA;NA;NA;NA
"Maranguape";"CE";1;0,73;1;1;0,73;NA;NA;NA
"Maranhãozinho";"MA";1;0,68;1;1;0,68;NA;NA;NA
"Marapanim";"PA";1;0,31;0;0;NA;NA;NA;NA
"Maraú";"BA";1;0,27;0;0;NA;NA;NA;NA
"Maravilha";"AL";1;1,67;0;0;NA;1;1;1,67
"Marcelândia";"MT";1;0,43;0;0;NA;1;1;0,43
"Marcelino Vieira";"RN";1;1,07;0;0;NA;NA;NA;NA
"Marcionílio Souza";"BA";1;0,98;0;0;NA;1;1;0,98
"Marcolândia";"PI";1;0,4;0;0;NA;1;1;0,4
"Marechal Deodoro";"AL";1;1,4;0;0;NA;1;1;1,4
"Mari";"PB";1;0,74;0;0;NA;NA;NA;NA
"Mariana";"MG";2;3,76;1;0,5;1,96;1;0,5;1,8
"Marianópolis do Tocantins";"TO";1;1,81;0;0;NA;NA;NA;NA
"Mariluz";"PR";1;0,24;0;0;NA;NA;NA;NA
"Maringá";"PR";1;2,2;0;0;NA;1;1;2,2
"Marituba";"PA";4;1,92;0;0;NA;NA;NA;NA
"Maruim";"SE";1;0,46;1;1;0,46;NA;NA;NA
"Marzagão";"GO";1;0,43;0;0;NA;NA;NA;NA
"Mascote";"BA";1;0,93;0;0;NA;1;1;0,93
"Massapê";"CE";1;0,98;0;0;NA;NA;NA;NA
"Massaranduba";"SC";1;0,86;0;0;NA;1;1;0,86
"Mata Grande";"AL";1;1,3;0;0;NA;NA;NA;NA
"Mata Roma";"MA";1;0,97;0;0;NA;NA;NA;NA
"Mata Verde";"MG";1;1,39;0;0;NA;1;1;1,39
"Mateiros";"TO";1;0,86;0;0;NA;1;1;0,86
"Mathias Lobato";"MG";1;0,85;0;0;NA;1;1;0,85
"Matias Cardoso";"MG";1;0,41;0;0;NA;NA;NA;NA
"Matina";"BA";1;0,49;0;0;NA;1;1;0,49
"Matinha";"MA";6;1,51;3;0,5;0,54;2;0,33;0,78
"Mato Verde";"MG";2;1,49;0;0;NA;NA;NA;NA
"Matões";"MA";1;0,53;1;1;0,53;NA;NA;NA
"Matões do Norte";"MA";1;0,94;1;1;0,94;NA;NA;NA
"Matozinhos";"MG";1;0,35;0;0;NA;NA;NA;NA
"Matrinchã";"GO";1;1,11;0;0;NA;1;1;1,11
"Matriz de Camaragibe";"AL";1;0,4;0;0;NA;NA;NA;NA
"Matupá";"MT";1;0,47;0;0;NA;NA;NA;NA
"Maués";"AM";2;0,96;2;1;0,96;NA;NA;NA
"Maurilândia";"GO";1;1,2;0;0;NA;1;1;1,2
"Maurilândia do Tocantins";"TO";1;1,78;0;0;NA;1;1;1,78
"Mauriti";"CE";2;1,89;0;0;NA;2;1;1,89
"Maxaranguape";"RN";1;1,45;0;0;NA;1;1;1,45
"Medianeira";"PR";1;1,27;0;0;NA;NA;NA;NA
